Date,Open,High,Low,Close,Volume
2016/7/12 下午 4:00:00,214.53,215.3,213.43,214.95,101275629
2016/7/13 下午 4:00:00,215.44,215.45,214.35,214.92,87324129
2016/7/14 下午 4:00:00,216.4,216.67,215.66,216.12,91230870
2016/7/15 下午 4:00:00,216.78,217.01,215.31,215.83,107155401
2016/7/18 下午 4:00:00,215.97,216.6,215.67,216.41,58725918
2016/7/19 下午 4:00:00,215.92,216.23,215.63,216.19,54345728
2016/7/20 下午 4:00:00,216.75,217.37,216.24,217.09,58159457
2016/7/21 下午 4:00:00,216.96,217.22,215.75,216.27,67777310
2016/7/22 下午 4:00:00,216.41,217.3,216.1,217.24,62787477
2016/7/25 下午 4:00:00,217,217.06,215.97,216.65,55873147
2016/7/26 下午 4:00:00,216.53,217.17,215.76,216.75,70080493
2016/7/27 下午 4:00:00,217.19,217.27,215.62,216.52,84083893
2016/7/28 下午 4:00:00,216.29,217.11,215.75,216.77,65035718
2016/7/29 下午 4:00:00,216.46,217.54,216.13,217.12,79519436
2016/8/1 下午 4:00:00,217.19,217.65,216.41,216.94,73311422
2016/8/2 下午 4:00:00,216.65,216.83,214.57,215.55,92295506
2016/8/3 下午 4:00:00,215.48,216.25,215.13,216.18,53993626
2016/8/4 下午 4:00:00,216.31,216.78,214.25,216.41,46585528
2016/8/5 下午 4:00:00,217.21,218.23,217.07,218.18,71892161
2016/8/8 下午 4:00:00,218.4,218.52,217.74,218.05,39906479
2016/8/9 下午 4:00:00,218.13,218.76,217.8,218.18,51251728
2016/8/10 下午 4:00:00,218.31,218.4,217.23,217.64,57941092
2016/8/11 下午 4:00:00,218.26,218.94,217.95,218.65,72504270
2016/8/12 下午 4:00:00,218.29,218.71,217.99,218.46,61313544
2016/8/15 下午 4:00:00,218.89,219.5,218.88,219.09,49813482
2016/8/16 下午 4:00:00,218.6,218.68,217.96,217.96,53213621
2016/8/17 下午 4:00:00,218,218.53,217.02,218.37,75134339
2016/8/18 下午 4:00:00,218.34,218.9,218.21,218.86,52989266
2016/8/19 下午 4:00:00,218.31,218.75,217.74,218.54,75443004
2016/8/22 下午 4:00:00,218.26,218.8,217.83,218.53,61368766
2016/8/23 下午 4:00:00,219.25,219.6,218.9,218.97,53399159
2016/8/24 下午 4:00:00,218.8,218.91,217.36,217.85,71728949
2016/8/25 下午 4:00:00,217.4,218.19,217.22,217.7,69224776
2016/8/26 下午 4:00:00,217.92,219.12,216.25,217.29,122506348
2016/8/29 下午 4:00:00,217.44,218.67,217.4,218.36,70502167
2016/8/30 下午 4:00:00,218.26,218.59,217.35,218,58114543
2016/8/31 下午 4:00:00,217.61,217.75,216.47,217.38,85269453
2016/9/1 下午 4:00:00,217.37,217.73,216.03,217.39,97844207
2016/9/2 下午 4:00:00,218.39,218.87,217.7,218.37,79293856
2016/9/6 下午 4:00:00,218.7,219.12,217.86,219.03,56702089
2016/9/7 下午 4:00:00,218.84,219.22,218.3,219.01,76554855
2016/9/8 下午 4:00:00,218.62,218.94,218.15,218.51,74102880
2016/9/9 下午 4:00:00,216.97,217.03,213.25,213.28,221589073
2016/9/12 下午 4:00:00,212.39,216.81,212.31,216.34,168110913
2016/9/13 下午 4:00:00,214.84,215.15,212.5,213.23,182828839
2016/9/14 下午 4:00:00,213.29,214.7,212.5,213.15,134185491
2016/9/15 下午 4:00:00,212.96,215.73,212.75,215.28,145736123
2016/9/16 下午 4:00:00,213.48,213.69,212.57,213.37,155236354
2016/9/19 下午 4:00:00,214.13,214.88,213.03,213.41,80250490
2016/9/20 下午 4:00:00,214.41,214.59,213.38,213.42,69665279
2016/9/21 下午 4:00:00,214.24,216.03,213.44,215.82,110284425
2016/9/22 下午 4:00:00,217,217.53,216.71,217.18,76678713
2016/9/23 下午 4:00:00,216.72,216.88,215.88,215.99,73630921
2016/9/26 下午 4:00:00,215.02,215.23,214.01,214.24,89827305
2016/9/27 下午 4:00:00,214.05,215.68,213.62,215.57,78494829
2016/9/28 下午 4:00:00,215.83,216.82,214.71,216.64,87411015
2016/9/29 下午 4:00:00,216.4,216.87,214.04,214.68,128070615
2016/9/30 下午 4:00:00,215.65,217.12,215.36,216.3,117202914
2016/10/3 下午 4:00:00,215.82,216.04,215.04,215.78,83512057
2016/10/4 下午 4:00:00,215.91,216.17,213.99,214.68,119948052
2016/10/5 下午 4:00:00,215.41,216.13,215.33,215.63,72815963
2016/10/6 下午 4:00:00,215.37,216.04,214.74,215.78,62927376
2016/10/7 下午 4:00:00,216.1,216.3,214.19,215.04,89788255
2016/10/10 下午 4:00:00,216.16,216.7,215.99,216.16,51855023
2016/10/11 下午 4:00:00,215.66,215.74,212.58,213.43,130367373
2016/10/12 下午 4:00:00,213.59,214.32,213.01,213.71,73866117
2016/10/13 下午 4:00:00,212.16,213.59,211.21,213.01,101356960
2016/10/14 下午 4:00:00,214.15,214.69,213.03,213.12,93346237
2016/10/17 下午 4:00:00,213.09,213.39,212.17,212.38,58275674
2016/10/18 下午 4:00:00,214.24,214.31,213.27,213.71,76869656
2016/10/19 下午 4:00:00,214.02,214.64,213.6,214.28,66519224
2016/10/20 下午 4:00:00,213.87,214.53,213.11,213.88,73639830
2016/10/21 下午 4:00:00,212.96,214.08,212.76,213.98,89089092
2016/10/24 下午 4:00:00,215,215.32,214.48,214.89,60146592
2016/10/25 下午 4:00:00,214.68,214.98,213.98,214.17,66542329
2016/10/26 下午 4:00:00,213.21,214.42,212.93,213.74,75705478
2016/10/27 下午 4:00:00,214.58,214.62,213.08,213.17,77220213
2016/10/28 下午 4:00:00,213.14,213.93,211.71,212.54,140623183
2016/10/31 下午 4:00:00,212.93,213.19,212.36,212.55,61272507
2016/11/1 下午 4:00:00,212.93,212.99,209.6,211.01,122781818
2016/11/2 下午 4:00:00,210.65,211.1,209.23,209.74,103330806
2016/11/3 下午 4:00:00,209.99,210.24,208.46,208.78,88939346
2016/11/4 下午 4:00:00,208.91,209.89,208.38,208.55,109122059
2016/11/7 下午 4:00:00,211.45,213.19,211.3,213.15,109794861
2016/11/8 下午 4:00:00,212.69,214.77,212.38,214.11,106772138
2016/11/9 下午 4:00:00,212.37,217.1,212.34,216.38,258428972
2016/11/10 下午 4:00:00,217.3,218.31,215.22,216.92,172113313
2016/11/11 下午 4:00:00,216.08,216.7,215.32,216.42,100552732
2016/11/14 下午 4:00:00,217.03,217.27,215.72,216.59,94579982
2016/11/15 下午 4:00:00,217.04,218.28,216.8,218.28,91652580
2016/11/16 下午 4:00:00,217.56,218.14,217.42,217.87,65617697
2016/11/17 下午 4:00:00,218.05,219.06,217.92,218.99,69797191
2016/11/18 下午 4:00:00,219.07,219.27,218.29,218.5,86265751
2016/11/21 下午 4:00:00,219.17,220.18,219,220.15,72402638
2016/11/22 下午 4:00:00,220.51,220.79,219.73,220.58,67428957
2016/11/23 下午 4:00:00,219.98,220.76,219.75,220.7,56620237
2016/11/25 下午 4:00:00,221.1,221.56,221.01,221.52,37872255
2016/11/28 下午 4:00:00,221.16,221.48,220.36,220.48,76572511
2016/11/29 下午 4:00:00,220.52,221.44,220.17,220.91,69886690
2016/11/30 下午 4:00:00,221.63,221.82,220.31,220.38,113291793
2016/12/1 下午 4:00:00,220.73,220.73,219.15,219.57,79040487
2016/12/2 下午 4:00:00,219.67,220.25,219.26,219.68,74840347
2016/12/5 下午 4:00:00,220.65,221.4,220.42,221,67837821
2016/12/6 下午 4:00:00,221.22,221.74,220.66,221.7,59877377
2016/12/7 下午 4:00:00,221.52,224.67,221.38,224.6,110738050
2016/12/8 下午 4:00:00,224.57,225.7,224.26,225.15,99714387
2016/12/9 下午 4:00:00,225.41,226.53,225.37,226.51,88005766
2016/12/12 下午 4:00:00,226.4,226.96,225.76,226.25,102016125
2016/12/13 下午 4:00:00,227.02,228.34,227,227.76,110477485
2016/12/14 下午 4:00:00,227.41,228.23,225.37,225.88,142501812
2016/12/15 下午 4:00:00,226.16,227.81,225.89,226.81,124972554
2016/12/16 下午 4:00:00,226.01,226.08,224.67,225.04,156420152
2016/12/19 下午 4:00:00,225.25,226.02,225.08,225.53,90341147
2016/12/20 下午 4:00:00,226.15,226.57,225.88,226.4,89838810
2016/12/21 下午 4:00:00,226.25,226.45,225.77,225.77,67909039
2016/12/22 下午 4:00:00,225.6,225.74,224.92,225.38,56219071
2016/12/23 下午 4:00:00,225.43,225.72,225.21,225.71,36697822
2016/12/27 下午 4:00:00,226.02,226.73,226,226.27,42672487
2016/12/28 下午 4:00:00,226.57,226.59,224.27,224.4,64095014
2016/12/29 下午 4:00:00,224.48,224.89,223.84,224.35,48696080
2016/12/30 下午 4:00:00,224.73,224.83,222.73,223.53,108998328
2017/1/3 下午 4:00:00,225.04,225.83,223.88,225.24,91366522
2017/1/4 下午 4:00:00,225.62,226.75,225.61,226.58,78744433
2017/1/5 下午 4:00:00,226.27,226.58,225.48,226.4,78379012
2017/1/6 下午 4:00:00,226.53,227.75,225.9,227.21,71559922
2017/1/9 下午 4:00:00,226.91,227.07,226.42,226.46,46939676
2017/1/10 下午 4:00:00,226.48,227.45,226.01,226.46,63771939
2017/1/11 下午 4:00:00,226.36,227.1,225.59,227.1,74650016
2017/1/12 下午 4:00:00,226.5,226.75,224.96,226.53,72113181
2017/1/13 下午 4:00:00,226.73,227.4,226.69,227.05,62717865
2017/1/17 下午 4:00:00,226.31,226.78,225.8,226.25,61240814
2017/1/18 下午 4:00:00,226.54,226.8,225.9,226.75,54793302
2017/1/19 下午 4:00:00,226.84,227,225.41,225.91,66608787
2017/1/20 下午 4:00:00,226.7,227.31,225.97,226.74,129168623
2017/1/23 下午 4:00:00,226.35,226.81,225.27,226.15,75061645
2017/1/24 下午 4:00:00,226.4,228.08,226.27,227.6,95555295
2017/1/25 下午 4:00:00,228.7,229.57,228.51,229.57,84437712
2017/1/26 下午 4:00:00,229.4,229.71,229.01,229.33,59970719
2017/1/27 下午 4:00:00,229.42,229.59,228.76,228.97,59711118
2017/1/30 下午 4:00:00,228.17,228.2,226.41,227.55,79737252
2017/1/31 下午 4:00:00,226.98,227.6,226.32,227.53,75880805
2017/2/1 下午 4:00:00,228.26,228.59,226.94,227.62,79117651
2017/2/2 下午 4:00:00,227.2,228.1,226.82,227.77,69657560
2017/2/3 下午 4:00:00,228.82,229.55,228.46,229.34,80563168
2017/2/6 下午 4:00:00,228.87,229.33,228.54,228.93,57790108
2017/2/7 下午 4:00:00,229.38,229.66,228.72,228.94,57931151
2017/2/8 下午 4:00:00,228.61,229.39,228.31,229.24,51566218
2017/2/9 下午 4:00:00,229.56,230.95,229.52,230.6,65955245
2017/2/10 下午 4:00:00,231,231.77,230.62,231.51,66015892
2017/2/13 下午 4:00:00,232.08,233.07,232.05,232.77,55182050
2017/2/14 下午 4:00:00,232.56,233.71,232.16,233.7,71108983
2017/2/15 下午 4:00:00,233.45,235.14,233.39,234.92,86785826
2017/2/16 下午 4:00:00,234.96,235.16,233.85,234.72,84722437
2017/2/17 下午 4:00:00,233.95,235.09,233.93,235.09,77204104
2017/2/21 下午 4:00:00,235.52,236.69,235.51,236.49,88946051
2017/2/22 下午 4:00:00,236.02,236.54,235.83,236.28,62115185
2017/2/23 下午 4:00:00,236.88,236.9,235.56,236.44,74615902
2017/2/24 下午 4:00:00,235.46,236.79,235.41,236.74,82381612
2017/2/27 下午 4:00:00,236.64,237.31,236.35,237.11,56515440
2017/2/28 下午 4:00:00,236.67,236.95,236.02,236.47,96961938
2017/3/1 下午 4:00:00,238.39,240.32,238.37,239.78,149158170
2017/3/2 下午 4:00:00,239.56,239.57,238.21,238.27,70245978
2017/3/3 下午 4:00:00,238.17,238.61,237.73,238.42,81974300
2017/3/6 下午 4:00:00,237.5,238.12,237.01,237.71,55391533
2017/3/7 下午 4:00:00,237.36,237.77,236.76,237,65103737
2017/3/8 下午 4:00:00,237.34,237.64,236.4,236.56,78168795
2017/3/9 下午 4:00:00,236.7,237.24,235.74,236.86,90683918
2017/3/10 下午 4:00:00,237.97,238.02,236.59,237.69,81991652
2017/3/13 下午 4:00:00,237.62,237.86,237.24,237.81,57256824
2017/3/14 下午 4:00:00,237.18,237.24,236.19,236.9,59880778
2017/3/15 下午 4:00:00,237.56,239.44,237.29,238.95,96081750
2017/3/16 下午 4:00:00,239.11,239.2,238.1,238.48,78343951
2017/3/17 下午 4:00:00,237.75,237.97,237.03,237.03,89002111
2017/3/20 下午 4:00:00,237.03,237.36,236.32,236.77,52536979
2017/3/21 下午 4:00:00,237.47,237.61,233.58,233.73,131809275
2017/3/22 下午 4:00:00,233.77,234.61,233.05,234.28,97569204
2017/3/23 下午 4:00:00,234,235.34,233.6,234.03,100410277
2017/3/24 下午 4:00:00,234.38,235.04,232.96,233.86,112504853
2017/3/27 下午 4:00:00,231.93,233.92,231.61,233.62,87454452
2017/3/28 下午 4:00:00,233.27,235.81,233.14,235.32,93483915
2017/3/29 下午 4:00:00,234.99,235.81,234.73,235.54,61950354
2017/3/30 下午 4:00:00,235.47,236.52,235.27,236.29,56737890
2017/3/31 下午 4:00:00,235.9,236.51,235.68,235.74,73733094
2017/4/3 下午 4:00:00,235.8,236.03,233.91,235.33,85546486
2017/4/4 下午 4:00:00,235,235.58,234.56,235.48,56466195
2017/4/5 下午 4:00:00,236.26,237.39,234.54,234.78,108800604
2017/4/6 下午 4:00:00,234.94,236.04,234.43,235.44,69135757
2017/4/7 下午 4:00:00,235.15,236,234.64,235.2,74412311
2017/4/10 下午 4:00:00,235.36,236.26,234.73,235.34,67615302
2017/4/11 下午 4:00:00,234.9,235.18,233.34,235.06,88045276
2017/4/12 下午 4:00:00,234.74,234.96,233.77,234.03,81864436
2017/4/13 下午 4:00:00,233.64,234.49,232.51,232.51,92880394
2017/4/17 下午 4:00:00,233.11,234.57,232.88,234.57,68405367
2017/4/18 下午 4:00:00,233.72,234.49,233.08,233.87,83225821
2017/4/19 下午 4:00:00,234.52,234.95,233.18,233.44,68699868
2017/4/20 下午 4:00:00,234.15,235.85,233.78,235.34,92572186
2017/4/21 下午 4:00:00,235.25,235.31,234.13,234.59,110389847
2017/4/24 下午 4:00:00,237.18,237.41,234.56,237.17,119209877
2017/4/25 下午 4:00:00,237.91,238.95,237.81,238.55,76698265
2017/4/26 下午 4:00:00,238.51,239.53,238.35,238.4,84702455
2017/4/27 下午 4:00:00,238.77,238.95,237.98,238.6,57410326
2017/4/28 下午 4:00:00,238.9,238.93,237.93,238.08,63532845
2017/5/1 下午 4:00:00,238.68,239.17,238.2,238.68,66882521
2017/5/2 下午 4:00:00,238.84,238.98,238.3,238.77,57375732
2017/5/3 下午 4:00:00,238.29,238.88,237.7,238.48,73137731
2017/5/4 下午 4:00:00,238.83,238.92,237.78,238.76,61462732
2017/5/5 下午 4:00:00,239.19,239.72,238.68,239.7,62001269
2017/5/8 下午 4:00:00,239.75,239.92,239.17,239.66,48385730
2017/5/9 下午 4:00:00,239.96,240.19,239.04,239.44,51363200
2017/5/10 下午 4:00:00,239.39,239.87,239.15,239.87,54293799
2017/5/11 下午 4:00:00,239.35,239.57,238.13,239.38,62358346
2017/5/12 下午 4:00:00,239.09,239.43,238.67,238.98,53912730
2017/5/15 下午 4:00:00,239.47,240.44,239.45,240.3,61918937
2017/5/16 下午 4:00:00,240.64,240.67,239.63,240.08,51241791
2017/5/17 下午 4:00:00,238.1,238.64,235.75,235.82,172174107
2017/5/18 下午 4:00:00,235.73,237.75,235.43,236.77,107047656
2017/5/19 下午 4:00:00,237.33,239.08,237.27,238.31,115011373
2017/5/22 下午 4:00:00,238.9,239.71,238.82,239.52,61010602
2017/5/23 下午 4:00:00,239.95,240.24,239.51,240.05,48341683
2017/5/24 下午 4:00:00,240.32,240.73,239.93,240.61,49181099
2017/5/25 下午 4:00:00,241.2,242.08,240.96,241.76,64071661
2017/5/26 下午 4:00:00,241.54,241.9,241.45,241.71,46629905
2017/5/30 下午 4:00:00,241.34,241.79,241.16,241.5,35201897
2017/5/31 下午 4:00:00,241.84,241.88,240.64,241.44,91796016
2017/6/1 下午 4:00:00,241.97,243.38,241.64,243.36,68962024
2017/6/2 下午 4:00:00,243.42,244.35,243.08,244.17,88666128
2017/6/5 下午 4:00:00,243.97,244.3,243.76,243.99,44698825
2017/6/6 下午 4:00:00,243.34,243.98,243.12,243.21,50375430
2017/6/7 下午 4:00:00,243.6,243.92,242.83,243.66,54144311
2017/6/8 下午 4:00:00,243.77,244.33,243.17,243.78,65950691
2017/6/9 下午 4:00:00,244.09,245.01,241.95,243.41,132256362
2017/6/12 下午 4:00:00,243.13,243.42,242.38,243.36,86108102
2017/6/13 下午 4:00:00,243.98,244.61,243.58,244.55,60066953
2017/6/14 下午 4:00:00,244.86,244.87,243.29,244.24,78602311
2017/6/15 下午 4:00:00,242.68,243.91,242.36,243.77,66464888
2017/6/16 下午 4:00:00,242.77,242.83,241.63,242.64,84553097
2017/6/19 下午 4:00:00,243.59,244.73,243.48,244.66,65123802
2017/6/20 下午 4:00:00,244.25,244.26,242.99,243.01,56906368
2017/6/21 下午 4:00:00,243.42,243.59,242.41,242.95,55977569
2017/6/22 下午 4:00:00,242.96,243.53,242.64,242.84,44148059
2017/6/23 下午 4:00:00,242.91,243.51,242.47,243.13,66986801
2017/6/26 下午 4:00:00,243.9,244.38,243.05,243.29,56700477
2017/6/27 下午 4:00:00,243.04,243.38,241.31,241.33,82247666
2017/6/28 下午 4:00:00,242.5,243.72,242.23,243.49,70042599
2017/6/29 下午 4:00:00,243.66,243.72,239.96,241.35,106949719
2017/6/30 下午 4:00:00,242.28,242.71,241.58,241.8,86820694
2017/7/3 下午 4:00:00,242.88,243.38,242.21,242.21,39153806
2017/7/5 下午 4:00:00,242.63,243.01,241.7,242.77,54427596
2017/7/6 下午 4:00:00,241.89,242.03,240.34,240.55,66115317
2017/7/7 下午 4:00:00,241.21,242.28,240.56,242.11,57972268
2017/7/10 下午 4:00:00,241.95,242.8,241.76,242.37,36663274
2017/7/11 下午 4:00:00,242.16,242.55,240.85,242.19,50354614
2017/7/12 下午 4:00:00,243.3,244.2,243.3,244.01,59610405
2017/7/13 下午 4:00:00,244.02,244.55,243.76,244.42,39471637
2017/7/14 下午 4:00:00,244.43,245.97,244.31,245.56,60262692
2017/7/17 下午 4:00:00,245.47,245.91,245.33,245.53,33531917
2017/7/18 下午 4:00:00,245.06,245.72,244.67,245.66,42742498
2017/7/19 下午 4:00:00,246.02,247,246.01,246.99,51034260
2017/7/20 下午 4:00:00,247.28,247.42,246.47,247.1,47135183
2017/7/21 下午 4:00:00,246.44,246.91,246.18,246.88,88711019
2017/7/24 下午 4:00:00,246.79,246.98,246.28,246.82,46622256
2017/7/25 下午 4:00:00,247.68,247.8,247.16,247.42,54915591
2017/7/26 下午 4:00:00,247.75,247.79,247.13,247.43,47575422
2017/7/27 下午 4:00:00,247.96,248,245.68,247.2,70766568
2017/7/28 下午 4:00:00,246.65,247.06,246.13,246.91,50088359
2017/7/31 下午 4:00:00,247.37,247.48,246.53,246.77,65838659
2017/8/1 下午 4:00:00,247.46,247.5,246.72,247.32,55050401
2017/8/2 下午 4:00:00,247.47,247.6,246.37,247.44,47211216
2017/8/3 下午 4:00:00,247.31,247.34,246.64,246.96,40855997
2017/8/4 下午 4:00:00,247.52,247.79,246.97,247.41,60191838
2017/8/7 下午 4:00:00,247.49,247.87,247.37,247.87,31995021
2017/8/8 下午 4:00:00,247.51,248.91,246.83,247.26,61719353
2017/8/9 下午 4:00:00,246.47,247.31,246.06,247.25,62632619
2017/8/10 下午 4:00:00,246.29,246.44,243.7,243.76,120479470
2017/8/11 下午 4:00:00,244.02,244.8,243.75,244.12,74869947
2017/8/14 下午 4:00:00,245.59,246.79,245.55,246.54,73291919
2017/8/15 下午 4:00:00,246.98,247,246.16,246.51,55242746
2017/8/16 下午 4:00:00,247.11,247.57,246.45,246.94,56715544
2017/8/17 下午 4:00:00,246.24,246.6,243.09,243.09,128490396
2017/8/18 下午 4:00:00,242.9,244.19,242.2,242.71,136747986
2017/8/21 下午 4:00:00,242.64,243.2,241.83,242.9,65469736
2017/8/22 下午 4:00:00,243.57,245.62,243.55,245.44,63140101
2017/8/23 下午 4:00:00,244.33,245.05,244.16,244.56,50203837
2017/8/24 下午 4:00:00,245,245.18,243.75,243.99,50741671
2017/8/25 下午 4:00:00,244.9,245.61,244.39,244.56,64445912
2017/8/28 下午 4:00:00,245.17,245.2,244.09,244.57,40565606
2017/8/29 下午 4:00:00,243.06,245.15,242.93,244.85,51135715
2017/8/30 下午 4:00:00,244.83,246.32,244.62,246.01,62030805
2017/8/31 下午 4:00:00,246.72,247.77,246.05,247.49,103803880
2017/9/1 下午 4:00:00,247.92,248.33,247.67,247.84,62006989
2017/9/5 下午 4:00:00,247.26,247.52,244.95,246.06,91398777
2017/9/6 下午 4:00:00,246.84,247.28,246.23,246.9,57916867
2017/9/7 下午 4:00:00,247.25,247.27,246.4,246.87,58034730
2017/9/8 下午 4:00:00,246.54,247.11,246.3,246.58,63832825
2017/9/11 下午 4:00:00,248.04,249.3,248.02,249.21,71364848
2017/9/12 下午 4:00:00,249.63,250.09,249.42,250.05,56896027
2017/9/13 下午 4:00:00,249.72,250.21,249.59,250.17,59228002
2017/9/14 下午 4:00:00,249.8,250.32,249.6,250.09,95446349
2017/9/15 下午 4:00:00,248.69,249.29,248.57,249.19,95432382
2017/9/18 下午 4:00:00,249.61,250.12,249.28,249.72,46235238
2017/9/19 下午 4:00:00,250,250.07,249.6,249.97,47108148
2017/9/20 下午 4:00:00,250.07,250.19,248.92,250.06,59574083
2017/9/21 下午 4:00:00,249.88,249.98,249.19,249.39,48211398
2017/9/22 下午 4:00:00,249.05,249.63,249.02,249.44,51214032
2017/9/25 下午 4:00:00,249.15,249.55,248.08,248.93,57064357
2017/9/26 下午 4:00:00,249.42,249.7,248.81,249.08,54081959
2017/9/27 下午 4:00:00,249.88,250.49,248.87,250.05,81001426
2017/9/28 下午 4:00:00,249.73,250.44,249.63,250.35,44778841
2017/9/29 下午 4:00:00,250.34,251.32,250.13,251.23,85578002
2017/10/2 下午 4:00:00,251.49,252.32,251.29,252.32,59022985
2017/10/3 下午 4:00:00,252.46,252.89,252.23,252.86,66810169
2017/10/4 下午 4:00:00,252.69,253.44,252.56,253.16,55953619
2017/10/5 下午 4:00:00,253.54,254.68,253.2,254.66,63522757
2017/10/6 下午 4:00:00,254.15,254.7,253.85,254.37,80645998
2017/10/9 下午 4:00:00,254.2,254.7,253.65,253.95,35803138
2017/10/10 下午 4:00:00,254.6,255.05,253.98,254.62,43057363
2017/10/11 下午 4:00:00,254.51,255.02,254.32,255.02,47674325
2017/10/12 下午 4:00:00,254.66,255.06,254.37,254.64,47065144
2017/10/13 下午 4:00:00,255.14,255.27,254.64,254.95,54800435
2017/10/16 下午 4:00:00,255.21,255.51,254.82,255.29,38221675
2017/10/17 下午 4:00:00,255.23,255.52,254.98,255.47,31560964
2017/10/18 下午 4:00:00,255.9,255.95,255.5,255.72,40888330
2017/10/19 下午 4:00:00,254.83,255.83,254.35,255.79,61903788
2017/10/20 下午 4:00:00,256.7,257.14,255.77,257.11,89176377
2017/10/23 下午 4:00:00,257.48,257.51,256.02,256.11,63915306
2017/10/24 下午 4:00:00,256.6,256.83,256.15,256.56,66935910
2017/10/25 下午 4:00:00,256.18,256.31,254,255.29,103715291
2017/10/26 下午 4:00:00,255.99,256.3,255.48,255.62,69797972
2017/10/27 下午 4:00:00,256.47,257.89,255.63,257.71,85562544
2017/10/30 下午 4:00:00,257.07,257.6,256.41,256.75,54285687
2017/10/31 下午 4:00:00,257.18,257.44,256.81,257.15,60304781
2017/11/1 下午 4:00:00,258.04,258.43,257.07,257.49,54202736
2017/11/2 下午 4:00:00,257.41,257.75,256.19,257.59,56449535
2017/11/3 下午 4:00:00,257.77,258.5,257.3,258.45,59589730
2017/11/6 下午 4:00:00,258.3,259,258.22,258.85,49652598
2017/11/7 下午 4:00:00,258.97,259.35,258.09,258.67,57502161
2017/11/8 下午 4:00:00,258.47,259.22,258.15,259.11,50469579
2017/11/9 下午 4:00:00,257.73,258.39,256.36,258.17,95085497
2017/11/10 下午 4:00:00,257.73,258.29,257.37,258.09,59984662
2017/11/13 下午 4:00:00,257.31,258.59,257.27,258.33,50228648
2017/11/14 下午 4:00:00,257.41,257.85,256.52,257.73,61315152
2017/11/15 下午 4:00:00,256.62,257.22,255.63,256.44,80811525
2017/11/16 下午 4:00:00,257.52,259.04,257.47,258.62,67777027
2017/11/17 下午 4:00:00,258.22,258.59,257.77,257.86,75756833
2017/11/20 下午 4:00:00,258.14,258.52,257.86,258.3,48075514
2017/11/21 下午 4:00:00,259.18,260.2,258.26,259.99,69176799
2017/11/22 下午 4:00:00,260,260.15,259.57,259.76,45033392
2017/11/24 下午 4:00:00,260.32,260.48,260.16,260.36,27856514
2017/11/27 下午 4:00:00,260.41,260.75,260,260.23,52274922
2017/11/28 下午 4:00:00,260.76,262.9,260.65,262.87,98971719
2017/11/29 下午 4:00:00,263.02,263.63,262.2,262.71,77512102
2017/11/30 下午 4:00:00,263.76,266.05,263.67,265.01,127894389
2017/12/1 下午 4:00:00,264.76,265.31,260.76,264.46,164390902
2017/12/4 下午 4:00:00,266.31,266.8,264.08,264.14,94040560
2017/12/5 下午 4:00:00,264.43,265.15,263.04,263.19,77994544
2017/12/6 下午 4:00:00,262.87,263.73,262.71,263.24,75898566
2017/12/7 下午 4:00:00,263.09,264.43,262.94,264.07,77218569
2017/12/8 下午 4:00:00,264.99,265.52,264.03,265.51,76563873
2017/12/11 下午 4:00:00,265.58,266.38,265.48,266.31,83077533
2017/12/12 下午 4:00:00,266.57,267.32,266.35,266.78,85195750
2017/12/13 下午 4:00:00,267.06,267.56,266.65,266.75,102905409
2017/12/14 下午 4:00:00,267.09,267.22,265.6,265.66,100666692
2017/12/15 下午 4:00:00,265.45,267.04,265.39,266.51,144610290
2017/12/18 下午 4:00:00,268.1,268.6,267.98,268.2,83653572
2017/12/19 下午 4:00:00,268.48,268.53,267.09,267.17,82382876
2017/12/20 下午 4:00:00,268.27,268.33,266.69,267.03,76751500
2017/12/21 下午 4:00:00,267.74,268.39,267.3,267.58,67032339
2017/12/22 下午 4:00:00,267.6,267.64,266.9,267.51,78720873
2017/12/26 下午 4:00:00,267.05,267.44,266.89,267.19,45244433
2017/12/27 下午 4:00:00,267.38,267.73,267.01,267.32,57750986
2017/12/28 下午 4:00:00,267.89,267.92,267.45,267.87,45116139
2017/12/29 下午 4:00:00,268.53,268.55,266.64,266.86,96007424
2018/1/2 下午 4:00:00,267.84,268.81,267.4,268.77,86655749
2018/1/3 下午 4:00:00,268.96,270.64,268.96,270.47,90070416
2018/1/4 下午 4:00:00,271.2,272.16,270.54,271.61,80636408
2018/1/5 下午 4:00:00,272.51,273.56,271.95,273.42,83523995
2018/1/8 下午 4:00:00,273.31,274.1,272.98,273.92,57319192
2018/1/9 下午 4:00:00,274.4,275.25,274.08,274.54,57253957
2018/1/10 下午 4:00:00,273.68,274.42,272.92,274.12,69574318
2018/1/11 下午 4:00:00,274.75,276.12,274.56,276.12,62361455
2018/1/12 下午 4:00:00,276.42,278.11,276.08,277.92,90816076
2018/1/16 下午 4:00:00,279.35,280.09,276.18,276.97,106555142
2018/1/17 下午 4:00:00,278.03,280.05,276.97,279.61,113258799
2018/1/18 下午 4:00:00,279.48,279.96,278.58,279.14,100728006
2018/1/19 下午 4:00:00,279.8,280.41,279.14,280.41,140920098
2018/1/22 下午 4:00:00,280.17,282.69,280.11,282.69,91322408
2018/1/23 下午 4:00:00,282.74,283.62,282.37,283.29,97084700
2018/1/24 下午 4:00:00,284.02,284.7,281.84,283.18,134816117
2018/1/25 下午 4:00:00,284.16,284.27,282.4,283.3,84587313
